Simulation 2 - π/3
Mass,mO Fit,mO Fit with noise,xi. omega fit,xi. omega fit with noise,Position Root,Derivative Root
500,1776.86,2158.93,2246.98,2112
1000,2630.04,2618.72,2571.18,2508.19
1500,2679.97,2784.6,2746.57,2719.19
2000,2787.97,2813.27,2810.18,2458.56
2500,2922.22,2926.6,2917.21,2732.04
3000,2994.55,2995.89,3012.76,3000
3500,3055.62,3082.12,3062.9,3048.59
4000,3098.17,3105.37,3114.95,3087.15
4500,3146.21,3128.93,3158.24,3118.69
5000,3179.55,3204.2,3194.95,3145.13
